fips,county_name,state,year,median_income,poverty_rate,pct_bachelors,pop_density,unemployment_acs,median_age,wfh_rate
01001,"Autauga County, Alabama",AL,2010,53255.0,,21.7,89.41788795133702,6.2,36.2,1.9429364463855667
01001,"Autauga County, Alabama",AL,2011,53899.0,,21.6,90.74515186994496,7.5,36.4,2.46827385108218
01001,"Autauga County, Alabama",AL,2012,53773.0,11.6,21.7,91.83185971711951,8.6,37.0,2.113340719766917
01001,"Autauga County, Alabama",AL,2013,53682.0,12.1,20.9,92.36512037896833,9.4,37.5,2.1123260437375744
01001,"Autauga County, Alabama",AL,2014,52475.0,12.8,21.9,92.75034653531968,8.5,37.9,1.585014409221902
01001,"Autauga County, Alabama",AL,2015,51281.0,12.9,23.2,92.89333440994791,7.6,37.7,1.8449419568822554
01001,"Autauga County, Alabama",AL,2016,53099.0,12.3,24.6,92.60399424011196,5.6,37.8,2.0903629330919267
01001,"Autauga County, Alabama",AL,2017,55317.0,13.7,25.0,92.58212550634529,5.2,37.8,2.4707091469681397
01001,"Autauga County, Alabama",AL,2018,58786.0,15.4,27.7,92.8580079938633,4.2,37.8,2.763222531521205
01001,"Autauga County, Alabama",AL,2019,58731.0,15.2,26.6,93.1608058460172,3.7,38.2,3.4057235640349095
01001,"Autauga County, Alabama",AL,2020,57982.0,15.2,28.3,93.59649831106087,2.9,38.6,3.823800553128382
01001,"Autauga County, Alabama",AL,2021,62660.0,13.6,28.1,97.970245064395,2.8,38.5,4.739587270390808
01001,"Autauga County, Alabama",AL,2022,68315.0,11.4,29.6,98.84835883564132,2.8,39.0,5.338315267655655
01001,"Autauga County, Alabama",AL,2023,69841.0,10.7,28.3,99.72983702746713,2.5,39.2,5.786625148279953
01003,"Baldwin County, Alabama",AL,2010,50147.0,,26.8,110.57178224672231,6.6,41.0,3.2338308457711444
01003,"Baldwin County, Alabama",AL,2011,51321.0,,27.2,112.91919418103502,7.7,41.4,3.2855147898946298
01003,"Baldwin County, Alabama",AL,2012,50706.0,13.3,27.7,115.24836524018829,8.5,41.2,3.2731064984671057
01003,"Baldwin County, Alabama",AL,2013,50221.0,13.9,27.7,117.69390050294496,9.2,41.5,3.4135873677420956
01003,"Baldwin County, Alabama",AL,2014,50183.0,13.8,28.6,120.26712189181777,8.6,41.8,3.284875934448584
01003,"Baldwin County, Alabama",AL,2015,50254.0,13.4,29.0,122.73026903403873,7.5,42.2,3.928808103758402
01003,"Baldwin County, Alabama",AL,2016,51365.0,13.0,29.5,125.49093114006727,6.3,42.3,5.077047850770478
01003,"Baldwin County, Alabama",AL,2017,52562.0,11.8,30.7,127.91256456640811,5.5,42.6,5.647961565171852
01003,"Baldwin County, Alabama",AL,2018,55962.0,10.6,31.3,130.89840713130158,4.4,42.8,6.13323124042879
01003,"Baldwin County, Alabama",AL,2019,58320.0,10.4,31.9,133.8691537995114,4.3,43.0,6.503043772345154
01003,"Baldwin County, Alabama",AL,2020,61756.0,9.2,31.9,137.30284129935416,3.9,43.2,6.435765927207563
01003,"Baldwin County, Alabama",AL,2021,64346.0,9.2,32.5,142.86442123590106,3.7,43.4,7.806137359961032
01003,"Baldwin County, Alabama",AL,2022,71039.0,10.2,32.6,146.8201751627212,3.4,43.7,9.100269210787323
01003,"Baldwin County, Alabama",AL,2023,75019.0,10.5,32.8,150.92437207359754,3.2,43.7,9.964800768655131
01031,"Coffee County, Alabama",AL,2010,42253.0,,22.1,71.20765376605704,7.5,37.9,2.352137419480773
01031,"Coffee County, Alabama",AL,2011,42065.0,,21.3,72.49192177747406,7.3,37.7,2.3959341723136496
01031,"Coffee County, Alabama",AL,2012,44626.0,17.1,22.6,73.58914616796223,7.6,37.8,2.7773759583393605
01031,"Coffee County, Alabama",AL,2013,43768.0,18.6,22.5,74.32848394517707,7.7,37.8,2.5950133139675624
01031,"Coffee County, Alabama",AL,2014,45558.0,18.8,23.2,74.70846232470184,7.3,38.2,2.8183023872679045
01031,"Coffee County, Alabama",AL,2015,46729.0,17.1,23.9,74.94116226255034,7.1,38.8,2.8311472381304266
01031,"Coffee County, Alabama",AL,2016,47872.0,16.4,23.7,75.09875019514394,6.2,39.3,2.8058208276489314
01031,"Coffee County, Alabama",AL,2017,49821.0,16.1,22.7,75.21951851731848,6.0,39.3,2.779908840651654
01031,"Coffee County, Alabama",AL,2018,53155.0,15.1,23.4,75.53616716692244,5.9,39.3,2.6578073089700998
01031,"Coffee County, Alabama",AL,2019,55637.0,15.1,22.8,76.08698853879167,5.7,39.3,2.537480420675766
01031,"Coffee County, Alabama",AL,2020,56799.0,15.4,21.7,76.93531236284696,5.5,39.5,2.680283637336663
01031,"Coffee County, Alabama",AL,2021,59034.0,15.9,22.7,78.12090381834088,5.1,39.1,3.110578629747959
01031,"Coffee County, Alabama",AL,2022,62199.0,16.3,21.6,78.88086057739041,4.8,39.2,3.0702721778640436
01031,"Coffee County, Alabama",AL,2023,64672.0,17.6,21.5,79.8705717054549,4.3,38.8,4.072966766324364
01033,"Colbert County, Alabama",AL,2010,39610.0,,16.4,91.82178014109044,7.4,41.6,1.5616681455190773
01033,"Colbert County, Alabama",AL,2011,40247.0,,17.4,91.87574731892748,8.5,41.7,1.6748589113417076
01033,"Colbert County, Alabama",AL,2012,40158.0,16.2,18.0,91.83021251262748,8.7,41.7,1.8979237171864995
01033,"Colbert County, Alabama",AL,2013,39077.0,17.9,17.7,91.83864488416451,9.9,41.7,1.6475950809553204
01033,"Colbert County, Alabama",AL,2014,39914.0,18.3,17.6,91.89767148492376,10.0,42.3,1.4252807371148863
01033,"Colbert County, Alabama",AL,2015,40576.0,17.4,18.6,91.81840719247563,9.0,42.2,1.5301487113278822
01033,"Colbert County, Alabama",AL,2016,43786.0,16.5,18.5,91.70541341387936,7.5,42.4,1.5951544294433142
01033,"Colbert County, Alabama",AL,2017,45477.0,16.8,18.8,91.80322892370897,6.9,42.5,1.9716630748773443
01033,"Colbert County, Alabama",AL,2018,47558.0,16.3,18.7,91.9044173821534,5.9,42.7,2.088429826945728
01033,"Colbert County, Alabama",AL,2019,48065.0,15.5,18.1,92.36988429099777,4.4,42.4,2.384441188224324
01033,"Colbert County, Alabama",AL,2020,47962.0,15.5,17.4,92.68356851217551,4.0,42.5,3.7129565816678154
01033,"Colbert County, Alabama",AL,2021,52017.0,15.1,17.9,95.77318944334543,3.8,42.1,3.8724095895977246
01033,"Colbert County, Alabama",AL,2022,56149.0,15.9,18.0,96.58438358520827,3.4,42.0,5.060527882516372
01033,"Colbert County, Alabama",AL,2023,56736.0,16.9,20.3,97.22187087340818,3.3,42.3,6.895474600757487
01045,"Dale County, Alabama",AL,2010,43353.0,,17.5,88.62742442253163,7.6,35.8,2.0941446613088406
01045,"Dale County, Alabama",AL,2011,45491.0,,17.6,88.96603714403336,8.5,36.0,2.5635114574208124
01045,"Dale County, Alabama",AL,2012,45247.0,16.0,17.5,89.33851113768527,8.8,36.0,2.904660428055221
01045,"Dale County, Alabama",AL,2013,44889.0,17.4,17.0,89.29039248778766,10.4,36.1,2.6356882600671936
01045,"Dale County, Alabama",AL,2014,44473.0,18.7,16.9,89.13177916034738,10.8,36.6,3.356748856725284
01045,"Dale County, Alabama",AL,2015,45028.0,19.1,16.4,88.86979984423814,10.9,36.8,2.558655981461813
01045,"Dale County, Alabama",AL,2016,44093.0,20.5,16.1,88.40821723966472,10.4,36.9,2.3629719853836786
01045,"Dale County, Alabama",AL,2017,44711.0,19.6,16.8,88.02683238492068,10.4,37.1,2.16448082043191
01045,"Dale County, Alabama",AL,2018,45960.0,18.4,17.0,87.78089261877732,8.8,37.5,3.011748307447232
01045,"Dale County, Alabama",AL,2019,47214.0,17.6,18.1,87.82010040758277,8.0,37.3,2.20417058794393
01045,"Dale County, Alabama",AL,2020,45644.0,18.4,18.2,87.84861516307765,9.0,37.8,4.261741532794433
01045,"Dale County, Alabama",AL,2021,50052.0,16.7,18.7,88.11594099584218,8.2,37.9,4.08100956645634
01045,"Dale County, Alabama",AL,2022,52813.0,17.5,19.2,88.13732706246334,7.8,37.7,3.5004299661085536
01045,"Dale County, Alabama",AL,2023,53955.0,18.7,19.3,88.24603956778759,6.8,38.0,3.937330397829092
01071,"Jackson County, Alabama",AL,2010,36312.0,,12.0,49.522502006001766,7.4,41.4,1.4737133881548554
01071,"Jackson County, Alabama",AL,2011,36383.0,,13.5,49.49560071056525,8.6,41.5,1.3616227558871532
01071,"Jackson County, Alabama",AL,2012,37059.0,16.2,13.2,49.42324550214978,8.1,41.4,1.7233348858872846
01071,"Jackson County, Alabama",AL,2013,37634.0,16.0,13.0,49.32306136742067,10.2,42.0,1.9085813683803634
01071,"Jackson County, Alabama",AL,2014,36874.0,18.2,12.9,49.17556805795837,10.4,42.1,1.9930802592466255
01071,"Jackson County, Alabama",AL,2015,37745.0,18.0,12.4,49.03456816463592,10.1,42.2,2.372386971317453
01071,"Jackson County, Alabama",AL,2016,38422.0,18.8,12.6,48.800805183601334,8.6,42.8,2.432772296382279
01071,"Jackson County, Alabama",AL,2017,39281.0,19.0,13.4,48.53921327625311,7.7,43.0,2.3178973717146434
01071,"Jackson County, Alabama",AL,2018,39816.0,20.2,14.2,48.32400291276095,5.9,43.3,2.7150916784203103
01071,"Jackson County, Alabama",AL,2019,41769.0,18.6,14.0,48.09951624049758,5.1,43.1,2.5743965473980026
01071,"Jackson County, Alabama",AL,2020,42578.0,17.9,16.2,48.018812354188015,5.2,43.0,2.679539470287573
01071,"Jackson County, Alabama",AL,2021,43785.0,17.6,16.1,48.745147330974056,5.7,43.2,3.7941494010590717
01071,"Jackson County, Alabama",AL,2022,46748.0,18.6,16.2,48.810081492372554,6.0,43.0,3.870548868800879
01071,"Jackson County, Alabama",AL,2023,49454.0,16.8,15.6,49.01508791621637,5.4,43.4,4.30984555984556
01089,"Madison County, Alabama",AL,2010,55851.0,,37.4,403.0434093769843,8.1,37.1,2.7222656275222605
01089,"Madison County, Alabama",AL,2011,57453.0,,37.4,410.8016332314955,9.0,37.1,2.8179818953613256
01089,"Madison County, Alabama",AL,2012,58242.0,12.4,37.8,417.49074664328015,9.3,37.3,2.810172914300139
01089,"Madison County, Alabama",AL,2013,58434.0,12.8,38.5,423.2517175003524,10.0,37.4,2.9213992495026067
01089,"Madison County, Alabama",AL,2014,58203.0,13.4,38.6,428.1793560636776,9.6,37.6,3.118772419290554
01089,"Madison County, Alabama",AL,2015,57993.0,13.7,39.4,432.1825945825916,8.5,37.8,2.9968746525676027
01089,"Madison County, Alabama",AL,2016,60150.0,13.3,40.7,436.59251922090914,7.3,38.1,3.093817803806381
01089,"Madison County, Alabama",AL,2017,61318.0,13.6,40.6,440.63443034626954,6.5,38.2,3.3870227688494015
01089,"Madison County, Alabama",AL,2018,63417.0,13.2,41.7,446.0573277727947,5.8,38.5,3.653381819032196
01089,"Madison County, Alabama",AL,2019,65449.0,12.5,42.8,451.9405539663748,5.0,38.5,3.9744305557138135
01089,"Madison County, Alabama",AL,2020,66887.0,11.4,43.8,458.6895475429796,4.5,38.5,6.606336349849174
01089,"Madison County, Alabama",AL,2021,71153.0,10.9,44.3,476.73218970535214,4.4,38.6,9.16682349778196
01089,"Madison County, Alabama",AL,2022,78058.0,10.7,45.1,486.2531359117566,4.2,38.5,11.443642624271952
01089,"Madison County, Alabama",AL,2023,83528.0,10.5,45.7,495.42727616357763,3.8,38.2,13.575788532754437
01097,"Mobile County, Alabama",AL,2010,40996.0,,19.8,332.3805448952068,9.7,36.3,2.6550492350356043
01097,"Mobile County, Alabama",AL,2011,42187.0,,20.1,333.9260469149339,10.4,36.4,2.797610288707731
01097,"Mobile County, Alabama",AL,2012,42973.0,19.5,20.3,335.3714980144366,11.1,36.6,2.842932399423173
01097,"Mobile County, Alabama",AL,2013,43028.0,19.8,20.7,336.09625711947706,11.9,36.7,3.079640947288006
01097,"Mobile County, Alabama",AL,2014,43844.0,19.9,21.4,336.79335987258554,11.1,36.9,3.3087774762146203
01097,"Mobile County, Alabama",AL,2015,43809.0,19.3,22.0,336.9609248284086,9.8,37.0,3.6685120861143052
01097,"Mobile County, Alabama",AL,2016,44263.0,19.5,22.5,336.99346171303443,8.7,37.2,3.902384430516941
01097,"Mobile County, Alabama",AL,2017,45802.0,19.3,23.0,337.0235583313133,7.5,37.3,4.148424393694068
01097,"Mobile County, Alabama",AL,2018,46166.0,19.3,22.9,337.2928010515921,6.2,37.6,4.29469598363704
01097,"Mobile County, Alabama",AL,2019,47583.0,18.8,23.2,336.8494859985651,5.8,37.9,4.348682647568388
01097,"Mobile County, Alabama",AL,2020,49625.0,17.9,24.4,336.7380471687216,5.6,38.1,4.901774013843427
01097,"Mobile County, Alabama",AL,2021,51169.0,17.6,23.9,337.26107758908194,5.8,38.3,5.651029214363489
01097,"Mobile County, Alabama",AL,2022,55352.0,17.6,24.2,336.6575183792727,5.9,38.2,6.318821912609468
01097,"Mobile County, Alabama",AL,2023,58119.0,16.3,25.2,336.0751081444703,5.3,38.4,7.493639832818463
01101,"Montgomery County, Alabama",AL,2010,43725.0,,30.5,290.3393391481505,7.9,34.6,2.3734819316460958
01101,"Montgomery County, Alabama",AL,2011,44587.0,,31.2,291.5120646845356,8.6,34.6,2.2599038423332143
01101,"Montgomery County, Alabama",AL,2012,44401.0,20.4,30.9,292.06850448844466,8.7,34.7,2.3262824699794002
01101,"Montgomery County, Alabama",AL,2013,44790.0,21.2,31.5,291.5642707073279,8.9,34.8,2.220139178986622
01101,"Montgomery County, Alabama",AL,2014,44830.0,22.0,31.3,291.3987394155472,8.9,34.9,2.690496292302841
01101,"Montgomery County, Alabama",AL,2015,44369.0,22.6,31.1,290.4921372636404,8.8,35.2,2.7964353578360144
01101,"Montgomery County, Alabama",AL,2016,45358.0,21.3,31.5,289.5422423123448,8.4,36.0,3.1060060780550223
01101,"Montgomery County, Alabama",AL,2017,46545.0,20.8,32.3,289.1958999172343,7.6,35.9,3.3870499854955036
01101,"Montgomery County, Alabama",AL,2018,47990.0,20.7,32.1,288.9679760616286,7.6,36.2,3.567883036009747
01101,"Montgomery County, Alabama",AL,2019,50124.0,19.4,33.4,288.9679760616286,6.6,36.4,3.496713089695686
01101,"Montgomery County, Alabama",AL,2020,51963.0,18.8,33.7,288.3440504233781,6.4,36.7,5.1786707101339395
01101,"Montgomery County, Alabama",AL,2021,52511.0,19.6,33.4,291.6814159292035,6.6,36.8,5.763601187160034
01101,"Montgomery County, Alabama",AL,2022,56707.0,19.6,33.7,290.4844973578659,6.8,36.9,6.330276165311515
01101,"Montgomery County, Alabama",AL,2023,58153.0,19.3,34.3,289.2939453746737,6.0,36.9,7.292955528514311
01117,"Shelby County, Alabama",AL,2010,68380.0,,39.6,239.2035037685883,5.5,36.5,4.895410419530492
01117,"Shelby County, Alabama",AL,2011,68883.0,,40.0,244.07338561825216,6.5,36.8,4.957188877585622
01117,"Shelby County, Alabama",AL,2012,69379.0,7.7,40.5,248.57022815237318,6.4,36.9,5.053252464619938
01117,"Shelby County, Alabama",AL,2013,68770.0,7.9,40.3,252.55398248115705,6.5,37.3,4.707128174248874
01117,"Shelby County, Alabama",AL,2014,69723.0,8.6,40.2,256.12140965573434,6.2,37.5,4.815252372998737
01117,"Shelby County, Alabama",AL,2015,70187.0,8.3,40.8,259.12864127113465,5.5,37.9,4.860280744767436
01117,"Shelby County, Alabama",AL,2016,72310.0,8.5,41.4,262.21099001833363,4.6,38.1,4.759976693890047
01117,"Shelby County, Alabama",AL,2017,74063.0,8.3,42.2,265.7376756976981,4.3,38.5,4.945322229140722
01117,"Shelby County, Alabama",AL,2018,75761.0,8.4,42.1,268.97153188021997,4.0,38.9,5.170382150350153
01117,"Shelby County, Alabama",AL,2019,77799.0,7.5,42.9,271.7355876960684,3.6,39.3,5.370500123089742
01117,"Shelby County, Alabama",AL,2020,78889.0,6.9,44.2,275.4507027907924,3.8,39.5,8.240099449476114
01117,"Shelby County, Alabama",AL,2021,82592.0,7.0,44.8,281.0908535343247,3.3,39.7,10.911661033536005
01117,"Shelby County, Alabama",AL,2022,90618.0,6.9,45.6,285.08352006518635,3.1,40.0,13.117617848402086
01117,"Shelby County, Alabama",AL,2023,93543.0,6.9,46.2,288.95268893868405,2.9,40.0,15.15056132619872
04013,"Maricopa County, Arizona",AZ,2010,55054.0,,29.0,407.6825470517047,7.1,34.1,5.200523517842881
04013,"Maricopa County, Arizona",AZ,2011,55099.0,,29.1,412.7863355311661,8.3,34.4,5.494711349868342
04013,"Maricopa County, Arizona",AZ,2012,54385.0,15.8,29.5,417.507698500466,9.0,34.6,5.578701155106621
04013,"Maricopa County, Arizona",AZ,2013,53596.0,16.7,29.8,422.6525659349831,9.5,35.0,5.799061700079384
04013,"Maricopa County, Arizona",AZ,2014,53689.0,17.1,30.0,428.9797030839211,8.9,35.3,5.877295359902765
04013,"Maricopa County, Arizona",AZ,2015,54229.0,17.0,30.4,436.6696182656596,7.7,35.6,5.899330781913832
04013,"Maricopa County, Arizona",AZ,2016,55676.0,16.5,31.0,444.3209540054807,6.8,35.8,6.119725652886593
04013,"Maricopa County, Arizona",AZ,2017,58580.0,15.7,31.4,451.59692807661816,6.0,36.0,6.377147603726368
04013,"Maricopa County, Arizona",AZ,2018,61606.0,14.7,32.0,462.2918014230272,5.5,36.1,6.607014282468747
04013,"Maricopa County, Arizona",AZ,2019,64468.0,13.8,32.7,470.4311942717245,5.0,36.4,7.020880861105232
04013,"Maricopa County, Arizona",AZ,2020,67799.0,12.7,33.4,479.55648204175884,5.1,36.6,9.846815988789418
04013,"Maricopa County, Arizona",AZ,2021,72944.0,12.0,34.4,474.60168628023763,5.0,36.9,13.167468030495384
04013,"Maricopa County, Arizona",AZ,2022,80675.0,11.5,35.0,481.5226208112507,4.8,37.1,16.21915035578898
04013,"Maricopa County, Arizona",AZ,2023,85518.0,11.3,35.9,488.1643705921629,4.6,37.5,18.767221504326123
04015,"Mohave County, Arizona",AZ,2010,39785.0,,12.0,14.939636747889569,10.8,46.3,3.255712195588859
04015,"Mohave County, Arizona",AZ,2011,40573.0,,12.2,15.053122092078693,12.1,46.8,3.231231064291075
04015,"Mohave County, Arizona",AZ,2012,39383.0,18.6,12.2,15.092575688273985,14.2,47.4,3.560778553066471
04015,"Mohave County, Arizona",AZ,2013,39200.0,19.4,11.9,15.127378860583141,14.5,48.0,3.3381799649243775
04015,"Mohave County, Arizona",AZ,2014,38456.0,19.9,12.2,15.187534343755432,14.3,48.6,3.05417378551233
04015,"Mohave County, Arizona",AZ,2015,38488.0,19.8,11.8,15.253540360203832,13.2,49.2,2.8239939999693875
04015,"Mohave County, Arizona",AZ,2016,39856.0,19.3,11.9,15.273567185648972,11.7,49.7,2.9084347666523946
04015,"Mohave County, Arizona",AZ,2017,41567.0,18.6,12.3,15.353224446408289,10.1,50.4,3.0837004405286343
04015,"Mohave County, Arizona",AZ,2018,43266.0,17.5,12.9,15.456208833435166,8.9,50.9,3.5721971164191952
04015,"Mohave County, Arizona",AZ,2019,45587.0,16.4,12.9,15.578544984375325,8.0,51.6,4.490265710315399
04015,"Mohave County, Arizona",AZ,2020,47686.0,16.2,13.4,15.826292566567442,7.6,52.3,5.17521179447684
04015,"Mohave County, Arizona",AZ,2021,49738.0,16.0,14.6,15.84699445354444,7.4,52.3,5.486006862534849
04015,"Mohave County, Arizona",AZ,2022,53592.0,16.0,14.4,16.06863965650469,7.5,52.9,6.516048487777375
04015,"Mohave County, Arizona",AZ,2023,55799.0,16.8,14.9,16.30798647296701,6.9,53.2,7.986376496775145
04019,"Pima County, Arizona",AZ,2010,45521.0,,29.6,104.96186072225747,8.0,37.3,4.839505231478944
04019,"Pima County, Arizona",AZ,2011,46341.0,,29.5,106.0195740633322,9.2,37.5,4.820553124805314
04019,"Pima County, Arizona",AZ,2012,46443.0,18.5,29.4,106.7669058375024,10.1,37.7,4.787025947624728
04019,"Pima County, Arizona",AZ,2013,45841.0,19.2,29.8,107.40279626366761,10.9,37.8,4.872689798656413
04019,"Pima County, Arizona",AZ,2014,46233.0,19.0,30.1,108.08330676081138,10.8,37.9,4.747409747879717
04019,"Pima County, Arizona",AZ,2015,46162.0,19.3,30.3,108.67022393834158,10.0,38.0,4.5741238151502905
04019,"Pima County, Arizona",AZ,2016,46764.0,19.1,30.8,109.1927140865564,9.2,38.1,4.69005991529705
04019,"Pima County, Arizona",AZ,2017,48676.0,18.3,31.6,109.61921666744661,8.4,38.2,4.826733539394646
04019,"Pima County, Arizona",AZ,2018,51037.0,17.8,31.9,110.9757756546363,7.6,38.3,4.991241826468943
04019,"Pima County, Arizona",AZ,2019,53379.0,16.8,32.4,111.79036402359857,7.0,38.5,5.439556589336534
04019,"Pima County, Arizona",AZ,2020,55023.0,15.9,33.6,113.01676299886054,6.8,38.7,7.753375855250105
04019,"Pima County, Arizona",AZ,2021,59215.0,15.1,34.4,112.64532811532438,6.3,38.9,10.28949577800342
04019,"Pima County, Arizona",AZ,2022,64323.0,14.9,35.0,113.44304792086793,5.9,39.0,12.091862509784026
04019,"Pima County, Arizona",AZ,2023,67929.0,14.4,35.9,114.26514552128758,5.7,39.7,13.818152278013407
04021,"Pinal County, Arizona",AZ,2010,51310.0,,17.9,61.3667752071497,7.7,35.7,5.653388837445609
04021,"Pinal County, Arizona",AZ,2011,51212.0,,18.1,65.54340653371095,9.9,35.6,5.769692699409099
04021,"Pinal County, Arizona",AZ,2012,50164.0,15.2,18.3,68.64904463192366,11.5,35.8,6.0386924201424526
04021,"Pinal County, Arizona",AZ,2013,50027.0,15.6,18.0,70.65312696664789,12.1,36.1,5.741447197070674
04021,"Pinal County, Arizona",AZ,2014,50248.0,16.8,17.8,72.70901652557274,11.6,36.6,5.665160282767622
04021,"Pinal County, Arizona",AZ,2015,49477.0,17.3,18.0,72.6367100399978,10.6,37.6,5.52620392299751
04021,"Pinal County, Arizona",AZ,2016,51190.0,16.5,18.5,74.0962574498509,9.4,38.3,5.5149343236564885
04021,"Pinal County, Arizona",AZ,2017,52628.0,15.5,18.6,75.57462690878407,7.8,38.5,5.549815498154982
04021,"Pinal County, Arizona",AZ,2018,55550.0,14.2,19.0,78.21791348454458,7.8,38.9,5.92027579093093
04021,"Pinal County, Arizona",AZ,2019,58174.0,13.2,19.5,80.65397116350267,7.1,39.3,6.455408926620156
04021,"Pinal County, Arizona",AZ,2020,60968.0,12.1,20.9,83.40571746762562,7.1,39.8,7.998589271163973
04021,"Pinal County, Arizona",AZ,2021,65488.0,11.4,20.9,78.38638014165736,6.4,39.8,10.294276372178661
04021,"Pinal County, Arizona",AZ,2022,73313.0,11.3,21.4,80.75553568576646,6.4,39.8,12.423127903227732
04021,"Pinal County, Arizona",AZ,2023,77588.0,10.9,22.2,83.71506995745659,5.8,40.3,14.85185767554697
04025,"Yavapai County, Arizona",AZ,2010,43290.0,,23.7,25.761824142987848,7.1,48.1,7.687301812674523
04025,"Yavapai County, Arizona",AZ,2011,44084.0,,24.2,25.956090407432246,8.8,48.6,7.60496719215002
04025,"Yavapai County, Arizona",AZ,2012,43652.0,15.3,24.4,26.01050465894329,10.2,49.3,7.528382995921667
04025,"Yavapai County, Arizona",AZ,2013,42987.0,15.8,24.2,26.095203765367717,10.8,50.1,6.961007888145351
04025,"Yavapai County, Arizona",AZ,2014,44000.0,16.1,24.9,26.3070746405951,10.9,50.8,7.241348858919853
04025,"Yavapai County, Arizona",AZ,2015,44748.0,16.0,25.6,26.591087487282824,10.0,51.3,7.1549054656227185
04025,"Yavapai County, Arizona",AZ,2016,46638.0,14.7,25.5,26.90994022803757,8.5,51.9,7.090832777818927
04025,"Yavapai County, Arizona",AZ,2017,48259.0,14.7,25.0,27.203678698864145,7.3,52.2,7.32838249507567
04025,"Yavapai County, Arizona",AZ,2018,50180.0,14.0,25.2,27.655858666737576,6.7,52.9,7.509195304628607
04025,"Yavapai County, Arizona",AZ,2019,52451.0,13.0,25.9,28.07713823386605,5.7,53.4,7.9474895932652725
04025,"Yavapai County, Arizona",AZ,2020,53329.0,12.6,26.3,28.610077814841844,5.8,54.1,7.9610505911558995
04025,"Yavapai County, Arizona",AZ,2021,56170.0,12.5,27.8,28.781568883518045,5.4,54.2,9.51828270769775
04025,"Yavapai County, Arizona",AZ,2022,62430.0,12.3,28.7,29.27905302459524,4.9,54.5,11.022451946373769
04025,"Yavapai County, Arizona",AZ,2023,66106.0,12.6,29.6,29.750068694914802,4.2,55.0,12.510578876100203
04027,"Yuma County, Arizona",AZ,2010,40340.0,,13.3,34.55415266099585,11.1,33.9,3.4128265759271006
04027,"Yuma County, Arizona",AZ,2011,41441.0,,13.9,35.18329700654971,11.7,33.8,3.524304809386685
04027,"Yuma County, Arizona",AZ,2012,41156.0,21.4,14.2,35.62309955424878,13.0,33.6,3.525341984009646
04027,"Yuma County, Arizona",AZ,2013,41595.0,20.2,14.3,36.09572860138437,13.6,33.4,3.6887216768974005
04027,"Yuma County, Arizona",AZ,2014,41380.0,20.7,14.0,36.53589387283413,13.4,33.6,3.525154825690627
04027,"Yuma County, Arizona",AZ,2015,40743.0,20.7,14.4,36.81410298960543,13.1,33.8,3.2852575098461667
04027,"Yuma County, Arizona",AZ,2016,41467.0,20.5,14.4,36.869418361584074,12.5,34.0,3.208850889928483
04027,"Yuma County, Arizona",AZ,2017,43253.0,19.7,14.3,37.04878525629516,10.9,34.1,3.040744137298572
04027,"Yuma County, Arizona",AZ,2018,44058.0,20.1,14.8,37.692257190000866,9.9,34.3,2.626731078904992
04027,"Yuma County, Arizona",AZ,2019,45243.0,19.4,15.0,37.989509303682844,10.0,34.6,2.4243743756563614
04027,"Yuma County, Arizona",AZ,2020,48790.0,18.2,15.4,38.43620360264484,8.6,34.8,3.5041163183944506
04027,"Yuma County, Arizona",AZ,2021,52563.0,18.3,15.7,36.80630442896582,8.4,34.8,4.802190563527634
04027,"Yuma County, Arizona",AZ,2022,56439.0,17.5,16.4,37.06565191070177,8.3,35.3,5.87054496477414
04027,"Yuma County, Arizona",AZ,2023,60417.0,16.5,16.7,37.666141079951935,8.1,35.8,6.71943801063911
06001,"Alameda County, California",CA,2010,69384.0,,40.3,2004.143942331944,8.5,36.2,5.113099155384531
06001,"Alameda County, California",CA,2011,70821.0,,40.8,2027.0549533399687,9.2,36.4,5.1519020839268235
06001,"Alameda County, California",CA,2012,71516.0,12.0,41.1,2054.5275553181045,9.9,36.6,5.237621764943224
06001,"Alameda County, California",CA,2013,72112.0,12.5,41.8,2081.7994689895886,10.3,36.8,5.452898263249234
06001,"Alameda County, California",CA,2014,73775.0,12.9,42.1,2114.424878841215,9.6,36.9,5.559032108620506
06001,"Alameda County, California",CA,2015,75619.0,12.5,43.0,2149.2402320390747,8.3,37.1,5.606063977127982
06001,"Alameda County, California",CA,2016,79831.0,12.0,43.9,2176.677577963339,7.1,37.2,5.955122194797952
06001,"Alameda County, California",CA,2017,85743.0,11.3,44.7,2209.7613165152916,6.0,37.3,6.028574500649783
06001,"Alameda County, California",CA,2018,92574.0,10.6,46.0,2228.8606056990056,5.1,37.4,6.2702334965045905
06001,"Alameda County, California",CA,2019,99406.0,9.9,47.4,2246.561856746517,4.6,37.6,6.445956713190033
06001,"Alameda County, California",CA,2020,104888.0,9.3,48.7,2253.1113467541377,4.7,37.8,10.97899762470903
06001,"Alameda County, California",CA,2021,112017.0,8.9,49.6,2268.7718146833327,5.0,38.0,16.36108867513523
06001,"Alameda County, California",CA,2022,122488.0,9.2,50.9,2256.1474353932813,4.9,38.4,20.604670221085495
06001,"Alameda County, California",CA,2023,126240.0,9.2,51.5,2240.046266790696,5.2,38.7,23.225850013685104
06013,"Contra Costa County, California",CA,2010,78385.0,,38.2,1429.442803959667,8.2,38.1,5.592401067131454
